name,use,name_en,name_ch
A51.4,0,Other secondary syphilis,其他第二期(續發性)梅毒
A51.41,1,Secondary syphilitic meningitis,續發性梅毒腦膜炎
A51.42,1,Secondary syphilitic female pelvic disease,第二期(續發性)梅毒性女性骨盆發炎性疾病
A51.43,1,Secondary syphilitic oculopathy,第二期(續發性)梅毒性眼病變
A51.44,1,Secondary syphilitic nephritis,第二期(續發性)梅毒腎炎
A51.45,1,Secondary syphilitic hepatitis,第二期(續發性)梅毒肝炎
A51.46,1,Secondary syphilitic osteopathy,第二期(續發性)梅毒骨病變
A51.49,1,Other secondary syphilitic conditions,其他第二期(續發性)梅毒
A51.5,1,"Early syphilis, latent",潛伏性早期梅毒
A51.9,1,"Early syphilis, unspecified",早期梅毒
A52,0,Late syphilis,晚期梅毒
A52.0,0,Cardiovascular and cerebrovascular syphilis,心臟血管及心臟血管梅毒
A52.00,1,"Cardiovascular syphilis, unspecified",心臟血管梅毒
A52.01,1,Syphilitic aneurysm of aorta,梅毒性主動脈動脈瘤
A52.02,1,Syphilitic aortitis,梅毒性主動脈炎
A52.03,1,Syphilitic endocarditis,梅毒性心內膜炎
A52.04,1,Syphilitic cerebral arteritis,梅毒性腦動脈炎
A52.05,1,Other cerebrovascular syphilis,其他心臟血管梅毒
A52.06,1,Other syphilitic heart involvement,其他侵及心臟之梅毒
A52.09,1,Other cardiovascular syphilis,其他心血管梅毒
A52.1,0,Symptomatic neurosyphilis,症狀性神經梅毒
A52.10,1,"Symptomatic neurosyphilis, unspecified",症狀性神經梅毒
A52.11,1,Tabes dorsalis,脊髓癆
A52.12,1,Other cerebrospinal syphilis,其他腦脊髓梅毒
A52.13,1,Late syphilitic meningitis,晚期梅毒性腦膜炎
A52.14,1,Late syphilitic encephalitis,晚期梅毒性腦炎
A52.15,1,Late syphilitic neuropathy,晚期梅毒神經病變
A52.16,1,Charcot's arthropathy (tabetic),Charcot(氏)關節病變
A52.17,1,General paresis,全身性輕癱症
A52.19,1,Other symptomatic neurosyphilis,其他症狀性神經梅毒
A52.2,1,Asymptomatic neurosyphilis,無症狀神經性梅毒
A52.3,1,"Neurosyphilis, unspecified",神經性梅毒
A52.7,0,Other symptomatic late syphilis,其他症狀性神經晚期梅毒
A52.71,1,Late syphilitic oculopathy,晚期梅毒性眼病變
A52.72,1,Syphilis of lung and bronchus,肺及支氣管梅毒
A52.73,1,Symptomatic late syphilis of other respiratory organs,其他呼吸器官之症狀性晚期梅毒
A52.74,1,Syphilis of liver and other viscera,肝及其他臟器之梅毒
A52.75,1,Syphilis of kidney and ureter,腎及輸尿管梅毒
A52.76,1,Other genitourinary symptomatic late syphilis,其他泌尿生殖器之症狀性晚期梅毒
A52.77,1,Syphilis of bone and joint,骨及關節梅毒
A52.78,1,Syphilis of other musculoskeletal tissue,其他肌肉骨骼組織梅毒
A52.79,1,Other symptomatic late syphilis,其他型有症狀晚期梅毒
A52.8,1,"Late syphilis, latent",潛伏性晚期梅毒
A52.9,1,"Late syphilis, unspecified",晚期梅毒
A53,0,Other and unspecified syphilis,其他及未明示梅毒
A53.0,1,"Latent syphilis, unspecified as early or late",未明示早期或晚期的潛伏性梅毒
A53.9,1,"Syphilis, unspecified",梅毒
A54,0,Gonococcal infection,淋病雙球菌感染
A54.0,0,Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess,未伴有尿道周圍或附屬腺體膿瘍之下生殖泌尿道淋病雙球菌感染
A54.00,1,"Gonococcal infection of lower genitourinary tract, unspecified",下生殖泌尿道淋病雙球菌感染
A54.01,1,"Gonococcal cystitis and urethritis, unspecified",淋病雙球菌性膀胱炎及尿道炎，未明示
A54.02,1,"Gonococcal vulvovaginitis, unspecified",淋病雙球菌性外陰陰道炎
A54.03,1,"Gonococcal cervicitis, unspecified",淋病雙球菌性子宮頸炎
A54.09,1,Other gonococcal infection of lower genitourinary tract,其他下生殖泌尿道淋病雙球菌感染
A54.1,1,Gonococcal infection of lower genitourinary tract with periurethral and accessory gland abscess,伴有尿道周圍及附屬腺體膿瘍之下生殖泌尿道淋病雙球菌感染
A54.2,0,Gonococcal pelviperitonitis and other gonococcal genitourinary infection,盆腔腹膜炎淋病雙球菌及其他生殖泌尿道淋病雙球菌感染
A54.21,1,Gonococcal infection of kidney and ureter,腎及輸尿管淋病雙球菌感染
A54.22,1,Gonococcal prostatitis,淋病雙球菌性攝護腺炎
A54.23,1,Gonococcal infection of other male genital organs,其他男性生殖器官淋病雙球菌感染
A54.24,1,Gonococcal female pelvic inflammatory disease,淋病雙球菌性女性骨盆腔炎性疾病
A54.29,1,Other gonococcal genitourinary infections,其他生殖泌尿道淋病雙球菌感染
A54.3,0,Gonococcal infection of eye,眼淋病雙球菌感染
A54.30,1,"Gonococcal infection of eye, unspecified",眼淋病雙球菌感染
A54.31,1,Gonococcal conjunctivitis,淋病雙球菌性結膜炎
A54.32,1,Gonococcal iridocyclitis,淋病雙球菌性虹膜炎
A54.33,1,Gonococcal keratitis,淋病雙球菌性角膜炎
A54.39,1,Other gonococcal eye infection,其他眼淋病雙球菌感染
A54.4,0,Gonococcal infection of musculoskeletal system,肌肉骨骼系統淋病雙球菌感染
A54.40,1,"Gonococcal infection of musculoskeletal system, unspecified",肌肉骨骼系統淋病雙球菌感染
A54.41,1,Gonococcal spondylopathy,淋病雙球菌性脊椎疾病
A54.42,1,Gonococcal arthritis,淋病雙球菌性關節炎
A54.43,1,Gonococcal osteomyelitis,淋病雙球菌性骨髓炎
A54.49,1,Gonococcal infection of other musculoskeletal tissue,其他肌肉骨髂組織淋病雙球菌感染
A54.5,1,Gonococcal pharyngitis,淋病雙球菌性咽炎
A54.6,1,Gonococcal infection of anus and rectum,肛門及直腸淋病雙球菌感染
A54.8,0,Other gonococcal infections,其他淋病雙球菌感染
A54.81,1,Gonococcal meningitis,淋病雙球菌性腦膜炎
A54.82,1,Gonococcal brain abscess,淋病雙球菌性腦膿瘍
A54.83,1,Gonococcal heart infection,淋病雙球菌性心臟感染
A54.84,1,Gonococcal pneumonia,淋病雙球菌性肺炎
A54.85,1,Gonococcal peritonitis,淋病雙球菌性腹膜炎
A54.86,1,Gonococcal sepsis,淋病雙球菌性敗血症
A54.89,1,Other gonococcal infections,其他淋病雙球菌感染
A54.9,1,"Gonococcal infection, unspecified",淋病雙球菌感染
A55,1,Chlamydial lymphogranuloma (venereum),披衣菌性淋巴肉芽腫
A56,0,Other sexually transmitted chlamydial diseases,其他性傳播披衣菌疾病
A56.0,0,Chlamydial infection of lower genitourinary tract,下生殖泌尿道披衣菌感染
A56.00,1,"Chlamydial infection of lower genitourinary tract, unspecified",下生殖泌尿道披衣菌感染
A56.01,1,Chlamydial cystitis and urethritis,披衣菌性膀胱炎和尿道炎
A56.02,1,Chlamydial vulvovaginitis,披衣菌性外陰道炎
A56.09,1,Other chlamydial infection of lower genitourinary tract,其他下生殖泌尿道披衣菌感染
A56.1,0,Chlamydial infection of pelviperitoneum and other genitourinary organs,盆腔腹膜炎及其他生殖泌尿器官披衣菌感染
A56.11,1,Chlamydial female pelvic inflammatory disease,披衣菌性骨盆腔發炎疾病
A56.19,1,Other chlamydial genitourinary infection,其他生殖泌尿道披衣菌感染
A56.2,1,"Chlamydial infection of genitourinary tract, unspecified",生殖泌尿道披衣菌感染
A56.3,1,Chlamydial infection of anus and rectum,肛門及直腸披衣菌感染
A56.4,1,Chlamydial infection of pharynx,咽披衣菌感染
A56.8,1,Sexually transmitted chlamydial infection of other sites,其他部位經性行為傳播之披衣菌性感染
A57,1,Chancroid,軟性下疳
A58,1,Granuloma inguinale,鼠蹊腹股溝肉芽腫
A59,0,Trichomoniasis,滴蟲病
A59.0,0,Urogenital trichomoniasis,泌尿生殖道滴蟲病
A59.00,1,"Urogenital trichomoniasis, unspecified",泌尿生殖道滴蟲病
A59.01,1,Trichomonal vulvovaginitis,滴蟲感染之女陰陰道炎
A59.02,1,Trichomonal prostatitis,滴蟲感染之攝護腺炎
A59.03,1,Trichomonal cystitis and urethritis,滴蟲感染之膀胱炎和尿道炎
A59.09,1,Other urogenital trichomoniasis,其他生殖泌尿道滴蟲病
A59.8,1,Trichomoniasis of other sites,其他部位之滴蟲病
A59.9,1,"Trichomoniasis, unspecified",滴蟲病
A60,0,Anogenital herpesviral [herpes simplex] infections,肛門生殖器疱疹病毒性 [單純疱疹] 感染
A60.0,0,Herpesviral infection of genitalia and urogenital tract,疱疹病毒性生殖器及生殖泌尿道感染
A60.00,1,"Herpesviral infection of urogenital system, unspecified",泌尿生殖系統疱疹病毒性感染
A60.01,1,Herpesviral infection of penis,陰莖疱疹病毒性感染
A60.02,1,Herpesviral infection of other male genital organs,其他男性生殖器官疱疹病毒性感染
A60.03,1,Herpesviral cervicitis,疱疹病毒性子宮頸炎
A60.04,1,Herpesviral vulvovaginitis,疱疹病毒性外陰陰道炎
A60.09,1,Herpesviral infection of other urogenital tract,其他疱疹病毒性生殖泌尿道感染
A60.1,1,Herpesviral infection of perianal skin and rectum,肛周皮膚和直腸疱疹病毒性感染
A60.9,1,"Anogenital herpesviral infection, unspecified",肛門生殖器疱疹病毒性感染
A63,0,"Other predominantly sexually transmitted diseases, not elsewhere classified",其他主要經性行為傳播之疾病，他處未歸類者
A63.0,1,Anogenital (venereal) warts,肛門生殖器疣
A63.8,1,Other specified predominantly sexually transmitted diseases,其他特定主要經性行為傳播之疾病
A64,1,Unspecified sexually transmitted disease,經性行為傳播之疾病
A65,1,Nonvenereal syphilis,非性病梅毒
A66,0,Yaws,雅司病
A66.0,1,Initial lesions of yaws,雅司病初期病灶
A66.1,1,Multiple papillomata and wet crab yaws,多發性乳頭瘤及濕蟹雅司病
A66.2,1,Other early skin lesions of yaws,雅司病其他早期皮膚病灶
A66.3,1,Hyperkeratosis of yaws,雅司病皮膚過度角化症
A66.4,1,Gummata and ulcers of yaws,雅司病橡皮腫及潰瘍
A66.5,1,Gangosa,雅司病毀形性鼻咽炎(干戈薩)
A66.6,1,Bone and joint lesions of yaws,雅司病骨及關節病灶
A66.7,1,Other manifestations of yaws,雅司病其他表徵
A66.8,1,Latent yaws,潛伏性雅司病
A66.9,1,"Yaws, unspecified",雅司病
A67,0,Pinta [carate],品他病 [品他病]
A67.0,1,Primary lesions of pinta,品他病初期病灶
A67.1,1,Intermediate lesions of pinta,品他病中期病灶
A67.2,1,Late lesions of pinta,品他病晚期病灶
A67.3,1,Mixed lesions of pinta,品他病混合病灶
A67.9,1,"Pinta, unspecified",品他病
A68,0,Relapsing fevers,回歸熱
A68.0,1,Louse-borne relapsing fever,蝨媒介之回歸熱
A68.1,1,Tick-borne relapsing fever,壁蝨媒介之回歸熱
A68.9,1,"Relapsing fever, unspecified",回歸熱
A69,0,Other spirochetal infections,其他螺旋體感染
A69.0,1,Necrotizing ulcerative stomatitis,壞死性潰瘍性口炎
A69.1,1,Other Vincent's infections,其他Vincent氏感染
A69.2,0,Lyme disease,萊姆病
A69.20,1,"Lyme disease, unspecified",萊姆病
A69.21,1,Meningitis due to Lyme disease,萊姆病所致之腦膜炎
A69.22,1,Other neurologic disorders in Lyme disease,萊姆病所致之其他神經系統疾患
A69.23,1,Arthritis due to Lyme disease,萊姆病所致之關節炎
A69.29,1,Other conditions associated with Lyme disease,與萊姆病相關之其他病況
A69.8,1,Other specified spirochetal infections,其他特定螺旋體感染
A69.9,1,"Spirochetal infection, unspecified",螺旋體感染
A70,1,Chlamydia psittaci infections,鸚鵡熱披衣菌感染
A71,0,Trachoma,砂眼
A71.0,1,Initial stage of trachoma,初期砂眼
A71.1,1,Active stage of trachoma,活動期砂眼
A71.9,1,"Trachoma, unspecified",砂眼
A74,0,Other diseases caused by chlamydiae,其他疾病所致之披衣菌
A74.0,1,Chlamydial conjunctivitis,披衣菌結膜炎
A74.8,0,Other chlamydial diseases,其他披衣菌疾病
A74.81,1,Chlamydial peritonitis,披衣菌性腹膜炎
A74.89,1,Other chlamydial diseases,其他披衣菌疾病
A74.9,1,"Chlamydial infection, unspecified",披衣菌感染
A75,0,Typhus fever,斑疹傷寒熱
A75.0,1,Epidemic louse-borne typhus fever due to Rickettsia prowazekii,普氏立克次體所致之蝨媒介流行性斑疹傷寒
A75.1,1,Recrudescent typhus [Brill's disease],再發性斑疹傷寒[Brill氏病]
A75.2,1,Typhus fever due to Rickettsia typhi,斑疹傷寒立克次體所致之斑疹傷寒熱
A75.3,1,Typhus fever due to Rickettsia tsutsugamushi,恙蟲立克次體所致之斑疹傷寒熱
A75.9,1,"Typhus fever, unspecified",斑疹傷寒熱
A77,0,Spotted fever [tick-borne rickettsioses],班疹熱[蜱媒介的立克次體病]
A77.0,1,Spotted fever due to Rickettsia rickettsii,立克次氏立克次體所致之班疹熱
A77.1,1,Spotted fever due to Rickettsia conorii,南歐斑疹熱立克次體所致之斑疹熱
A77.2,1,Spotted fever due to Rickettsia siberica,西伯利亞立克次體所致之斑疹熱
A77.3,1,Spotted fever due to Rickettsia australis,澳洲立克次體所致之斑疹熱
A77.4,0,Ehrlichiosis,艾利希體症
A77.40,1,"Ehrlichiosis, unspecified",未明示艾利希體症
A77.41,1,Ehrlichiosis chafeensis [E. chafeensis],艾利希體症皮膚炎
A77.49,1,Other ehrlichiosis,其他艾利希體症
A77.8,1,Other spotted fevers,其他斑疹熱
A77.9,1,"Spotted fever, unspecified",斑疹熱
A78,1,Q fever,Q熱病
A79,0,Other rickettsioses,其他立克次體病
A79.0,1,Trench fever,戰壕熱
A79.1,1,Rickettsialpox due to Rickettsia akari,螨立克次體所致之立克次體痘
A79.8,0,Other specified rickettsioses,其他特定立克次體病
A79.81,1,Rickettsiosis due to Ehrlichia sennetsu,桑化艾利希氏體所致之立克次體病
A79.89,1,Other specified rickettsioses,其他特定之立克次體疾病
A79.9,1,"Rickettsiosis, unspecified",立克次體疾病
A80,0,Acute poliomyelitis,急性脊髓灰白質炎
A80.0,1,"Acute paralytic poliomyelitis, vaccine-associated",急性麻痺性脊髓灰白質炎，與疫苗相關者
A80.1,1,"Acute paralytic poliomyelitis, wild virus, imported",急性麻痺性脊髓灰白質炎，野生型病毒，移入性
A80.2,1,"Acute paralytic poliomyelitis, wild virus, indigenous",急性麻痺性脊髓灰白質炎，野生型病毒，本土性
A80.3,0,"Acute paralytic poliomyelitis, other and unspecified",急性麻痺性脊髓灰白質炎、其他及未明示
A80.30,1,"Acute paralytic poliomyelitis, unspecified",急性麻痺性脊髓灰白質炎
A80.39,1,Other acute paralytic poliomyelitis,其他急性麻痺脊髓灰白質炎
A80.4,1,Acute nonparalytic poliomyelitis,急性非麻痺性脊髓灰白質炎
A80.9,1,"Acute poliomyelitis, unspecified",急性脊髓灰白質炎
A81,0,Atypical virus infections of central nervous system,非典性中樞神經系統病毒感染
A81.0,0,Creutzfeldt-Jakob disease,庫賈氏(Creutzfeldt-Jkob)病
A81.00,1,"Creutzfeldt-Jakob disease, unspecified",庫賈氏(Creutzfeldt-Jakob)病
A81.01,1,Variant Creutzfeldt-Jakob disease,新變異型庫賈氏(Creutzfeldt-Jakob)病
A81.09,1,Other Creutzfeldt-Jakob disease,其他庫賈氏(Creutzfeldt-Jakob)病
A81.1,1,Subacute sclerosing panencephalitis,亞急性硬化性泛腦炎
A81.2,1,Progressive multifocal leukoencephalopathy,進行性多發型腦白質病變
A81.8,0,Other atypical virus infections of central nervous system,其他非典型中樞神經系統病毒感染
A81.81,1,Kuru,克魯病
A81.82,1,Gerstmann-Straussler-Scheinker syndrome,格斯待曼氏綜合徵候群
A81.83,1,Fatal familial insomnia,致死性家族失眠症
A81.89,1,Other atypical virus infections of central nervous system,其他非典型中樞神經系統病毒感染
A81.9,1,"Atypical virus infection of central nervous system, unspecified",非典型中樞神經系統病毒感染
A82,0,Rabies,狂犬病
A82.0,1,Sylvatic rabies,森林型狂犬病
A82.1,1,Urban rabies,都市型狂犬病
A82.9,1,"Rabies, unspecified",狂犬病
A83,0,Mosquito-borne viral encephalitis,蚊媒介病毒性腦炎
A83.0,1,Japanese encephalitis,日本腦炎
A83.1,1,Western equine encephalitis,西方馬型腦炎
A83.2,1,Eastern equine encephalitis,東方馬型腦炎
A83.3,1,St Louis encephalitis,聖路易斯腦炎
A83.4,1,Australian encephalitis,澳洲腦炎
A83.5,1,California encephalitis,加州腦炎
A83.6,1,Rocio virus disease,洛西歐病毒疾病
A83.8,1,Other mosquito-borne viral encephalitis,其他蚊媒介病毒性腦炎
A83.9,1,"Mosquito-borne viral encephalitis, unspecified",蚊媒介病毒性腦炎
A84,0,Tick-borne viral encephalitis,壁蝨媒介腦炎
A84.0,1,Far Eastern tick-borne encephalitis [Russian spring-summer encephalitis],遠東壁蝨媒介腦炎(蘇俄春夏腦炎)
A84.1,1,Central European tick-borne encephalitis,中歐壁蝨媒介腦炎
A84.8,0,Other tick-borne viral encephalitis,其他壁蝨媒介病毒性腦炎
A84.81,1,Powassan virus disease,波瓦桑病毒
A84.89,1,Other tick-borne viral encephalitis,其他壁蝨媒介病毒性腦炎
A84.9,1,"Tick-borne viral encephalitis, unspecified",壁蝨媒介之病毒性腦炎
A85,0,"Other viral encephalitis, not elsewhere classified",其他病毒性腦炎、他處未歸類者
A85.0,1,Enteroviral encephalitis,腸病毒性腦炎
A85.1,1,Adenoviral encephalitis,腺病毒性腦炎
A85.2,1,"Arthropod-borne viral encephalitis, unspecified",節肢動物媒介之病毒性腦炎
A85.8,1,Other specified viral encephalitis,其他特定病毒性腦炎
A86,1,Unspecified viral encephalitis,病毒性腦炎
A87,0,Viral meningitis,病毒性腦膜炎
A87.0,1,Enteroviral meningitis,腸病毒性腦膜炎
A87.1,1,Adenoviral meningitis,腺病毒性腦膜炎
A87.2,1,Lymphocytic choriomeningitis,淋巴球性脈絡叢腦膜炎
A87.8,1,Other viral meningitis,其他病毒性腦膜炎
A87.9,1,"Viral meningitis, unspecified",病毒性腦膜炎
A88,0,"Other viral infections of central nervous system, not elsewhere classified",中樞神經系統其他病毒感染、他處未歸類者
A88.0,1,Enteroviral exanthematous fever [Boston exanthem],腸病毒性疹熱[波士頓疹]
A88.1,1,Epidemic vertigo,流行性眩暈
A88.8,1,Other specified viral infections of central nervous system,中樞神經系統其他特定病毒性感染
A89,1,Unspecified viral infection of central nervous system,中樞神經系統病毒性感染
A90,1,Dengue fever [classical dengue],登革熱[典型登革熱]
A91,1,Dengue hemorrhagic fever,登革出血熱
A92,0,Other mosquito-borne viral fevers,其他蚊媒介病毒熱
A92.0,1,Chikungunya virus disease,奇孔古尼亞病毒疾病
A92.1,1,O'nyong-nyong fever,歐尼昂－尼昂熱
A92.2,1,Venezuelan equine fever,委內瑞拉馬型熱病
A92.3,0,West Nile virus infection,西尼羅河病毒感染
A92.30,1,"West Nile virus infection, unspecified",西尼羅河病毒感染
A92.31,1,West Nile virus infection with encephalitis,西尼羅河病毒感染伴有腦炎
